 # Resultats IBSI - PASSE 1 (Liaisons covalentes)
 # Dossier:exemples_arbre_molecule/2
 # Nombre d'atomes:           7
 # Seuil liaisons covalentes:   5.0000000000000003E-002
 #
 # Format: Atome_i Atome_j IBSI_ij Type(0=aucune,1=covalente)
    1    2     0.09540750    1
    1    3     0.08956892    1
    1    4     0.08330212    1
    1    5     0.09108610    1
    1    6     0.00341703    0
    1    7     0.00006613    0
    2    3     0.01098598    0
    2    4     0.01423886    0
    2    5     0.01119493    0
    2    6     0.00221932    0
    2    7     0.00004401    0
    3    4     0.01278257    0
    3    5     0.01423382    0
    3    6     0.00197294    0
    3    7     0.00004186    0
    4    5     0.01190322    0
    4    6     0.00016079    0
    4    7     0.00000307    0
    5    6     0.00220972    0
    5    7     0.00004504    0
    6    7     0.06905942    1
